財務データのあるNPO法人 収入ランキング（2324団体）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
順位,法人名,"総収入
(百万円)",ステージ,"寄付+会費
(百万円)","寄付+会費比
(%)","受取寄附金
(百万円)","受取会費
(百万円)","受取助成金等
(百万円)","事業収益
(百万円)","経常費用
(百万円)",有給職員数,事業年度,認定状況,団体所在地(都道府県),活動分野
118,認定ＮＰＯ法人ＣＬＡＣＫ,213.4,1億～,119.2,55.8,119.2,0.0,69.4,24.2,163.8,,2024,○,大阪府,まちづくり、子どもの健全育成、情報化社会、経済活動の活性化、職業能力・雇用機会
119,特定非営利活動法人引退馬協会（英文：The Retired Horse Association、略称：RHA ）,213.1,1億～,186.1,87.3,105.4,80.6,13.9,13.1,170.6,,2023,○,千葉県,社会教育、まちづくり、学術・文化・芸術・スポーツ、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
120,特定非営利活動法人たんがく,212.1,1億～,1.2,0.6,1.1,0.1,0.7,208.7,249.7,,2024,○,福岡県,保健・医療・福祉、まちづくり、NPO支援
121,特定非営利活動法人元気な仲間,211.2,1億～,0.2,0.1,0.1,0.0,29.3,181.7,0.0,30,2024,,滋賀県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、人権の擁護・平和、男女共同参画、子どもの健全育成、情報化社会、経済活動の活性化、職業能力・雇用機会、NPO支援
122,特定非営利活動法人　地球のステージ,210.1,1億～,32.4,15.4,31.7,0.7,155.5,20.4,195.2,,2024,○,神奈川県,社会教育、災害救援、国際協力・交流、子どもの健全育成、NPO支援
123,認定ＮＰＯ法人ノーベル,210.0,1億～,42.9,20.4,42.9,0.0,32.3,134.4,211.4,,2024,○,大阪市,保健・医療・福祉、まちづくり、男女共同参画、子どもの健全育成、職業能力・雇用機会
124,特定非営利活動法人ＳＯＳ子どもの村ＪＡＰＡＮ,209.4,1億～,57.4,27.4,30.8,26.7,20.3,131.3,204.4,,2024,○,福岡市,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、国際協力・交流、子どもの健全育成、職業能力・雇用機会、NPO支援
125,特定非営利活動法人ケアット,208.6,1億～,0.9,0.4,0.9,0.0,11.1,191.5,192.1,,2023,○,神戸市,保健・医療・福祉、職業能力・雇用機会
126,特定非営利活動法人　ろばと野草の会,207.5,1億～,1.3,0.6,0.8,0.5,29.3,176.2,198.2,,2024,○,横浜市,保健・医療・福祉、まちづくり、人権の擁護・平和、職業能力・雇用機会
127,特定非営利活動法人自立生活センター・ＦＲＥＥ,207.4,1億～,0.1,0.0,0.0,0.1,0.0,187.5,197.1,21,2021,,大阪府,保健・医療・福祉
128,ＪＩＭ―ＮＥＴ,206.0,1億～,141.1,68.5,133.4,7.7,63.6,0.0,186.0,5,2018,,東京都,保健・医療・福祉、環境の保全、人権の擁護・平和、国際協力・交流、NPO支援
129,特定非営利活動法人あけび,203.8,1億～,1.3,0.6,0.4,0.9,1.4,200.8,194.8,,2024,○,兵庫県,保健・医療・福祉、まちづくり、職業能力・雇用機会
130,特定非営利活動法人うりずん,198.6,1億～,16.8,8.4,16.5,0.2,4.6,177.1,177.0,,2023,,沖縄県,保健・医療・福祉、社会教育、人権の擁護・平和、職業能力・雇用機会
131,日本都市計画家協会,198.0,1億～,0.0,0.0,0.0,0.0,169.9,0.0,0.0,,unknown,○,東京都,社会教育、まちづくり、国際協力・交流、NPO支援
132,特定非営利活動法人はな来楽部,196.8,1億～,0.0,0.0,0.0,0.0,4.7,182.2,206.6,30,2021,,堺市,保健・医療・福祉、社会教育、人権の擁護・平和、子どもの健全育成、NPO支援
133,特定非営利活動法人　日本IDDMネットワーク,194.5,1億～,168.2,86.5,163.9,4.4,17.8,3.4,176.2,,2024,○,佐賀県,保健・医療・福祉、NPO支援
134,特定非営利活動法人とりで,192.8,1億～,7.4,3.9,7.4,0.0,22.3,161.0,176.1,,2024,○,山口県,保健・医療・福祉、子どもの健全育成、職業能力・雇用機会
135,ＮＰＯ法人成年後見なのはな,192.5,1億～,4.3,2.2,0.0,4.3,0.0,188.0,182.3,,2024,○,千葉市,保健・医療・福祉、社会教育、人権の擁護・平和、消費者の保護
136,みどりと自然を育む会,192.1,1億～,0.0,0.0,0.0,0.0,192.0,0.0,192.0,,2017,,岩手県,社会教育、まちづくり、環境の保全、災害救援、地域安全、子どもの健全育成、経済活動の活性化、職業能力・雇用機会、消費者の保護
137,ＮＰＯ法人とら太の会,191.7,1億～,1.5,0.8,1.1,0.5,0.0,181.2,178.0,,2024,○,熊本県,保健・医療・福祉、社会教育、まちづくり、環境の保全、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会
138,クリンカ鹿児島,191.1,1億～,0.1,0.1,0.0,0.1,4.9,184.9,188.0,20,2019,,鹿児島県,保健・医療・福祉、職業能力・雇用機会
139,特定非営利活動法人クリエイティブサポートレッツ,189.6,1億～,1.9,1.0,1.8,0.0,15.3,169.6,162.1,,2024,○,浜松市,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、経済活動の活性化、職業能力・雇用機会、NPO支援
140,特定非営利活動法人　絆,189.2,1億～,2.5,1.3,0.7,1.7,3.1,182.0,189.8,17,2023,,熊本市,保健・医療・福祉、職業能力・雇用機会、NPO支援
141,特定非営利活動法人堺障害者団体連合会,187.8,1億～,0.0,0.0,0.0,0.0,0.1,171.9,190.7,,2022,,堺市,保健・医療・福祉、NPO支援
142,特定非営利活動法人　プラス・エデュケート,186.8,1億～,111.7,59.8,111.1,0.6,5.1,69.3,75.8,,2024,○,愛知県,社会教育、まちづくり、学術・文化・芸術・スポーツ、人権の擁護・平和、国際協力・交流、子どもの健全育成、NPO支援
143,日本がん臨床試験推進機構,186.7,1億～,6.6,3.5,1.1,5.6,0.0,180.1,132.2,,unknown,○,東京都,保健・医療・福祉
144,特定非営利活動法人鎌ヶ谷たんぽぽクラブ,186.5,1億～,0.6,0.3,0.0,0.6,0.8,185.0,194.5,24,2024,,千葉県,保健・医療・福祉、まちづくり、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会
145,特定非営利活動法人キセキ,185.4,1億～,0.1,0.0,0.1,0.0,1.1,18.4,165.1,24,2020,,山口県,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、職業能力・雇用機会、NPO支援
146,特定非営利活動法人NPOぽぽハウス,181.3,1億～,0.9,0.5,0.6,0.3,5.6,174.6,175.3,,2024,○,滋賀県,保健・医療・福祉、まちづくり、子どもの健全育成、NPO支援
147,特定非営利活動法人まごころサービス松江センター,181.0,1億～,0.7,0.4,0.5,0.2,0.6,179.7,184.5,,2024,○,島根県,保健・医療・福祉、NPO支援
148,フードバンクＴＡＭＡ,180.1,1億～,14.2,7.9,14.2,0.0,19.7,0.0,169.7,,unknown,○,東京都,保健・医療・福祉、環境の保全、子どもの健全育成、NPO支援
149,特定非営利活動法人　はぐくみ保育園,179.0,1億～,0.1,0.0,0.0,0.1,25.3,153.0,170.1,,2021,,山形県,子どもの健全育成
150,特定非営利活動法人青葉台さわやかネットワーク,178.1,1億～,0.7,0.4,0.1,0.6,0.2,177.1,176.7,,2024,○,千葉県,保健・医療・福祉、社会教育、まちづくり、子どもの健全育成
151,認定ＮＰＯ法人趣都金澤,177.4,1億～,0.3,0.2,0.3,0.0,0.0,0.0,176.2,,2024,○,石川県,社会教育、まちづくり、学術・文化・芸術・スポーツ、経済活動の活性化
152,縁,177.1,1億～,0.0,0.0,0.0,0.0,0.0,175.5,177.6,,2024,,愛媛県,
153,特定非営利活動法人気候ネットワーク,176.8,1億～,12.9,7.3,9.9,3.0,110.5,51.6,156.1,,2024,○,京都府,環境の保全、国際協力・交流、NPO支援
154,特定非営利活動法人ぴあらいふ,176.5,1億～,0.0,0.0,0.0,0.0,0.0,176.5,169.1,13,2020,,大阪市,保健・医療・福祉、人権の擁護・平和、職業能力・雇用機会、NPO支援
155,特定非営利活動法人市民活動さぽーとねっと,176.1,1億～,1.9,1.1,1.9,0.0,0.5,173.3,173.2,5,2023,○,山口県,社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、NPO支援
156,ＲｅＢｉｔ,175.9,1億～,24.9,14.2,24.8,0.1,76.0,0.0,0.0,,unknown,○,東京都,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、男女共同参画、子どもの健全育成、職業能力・雇用機会
157,特定非営利活動法人こどもの里,168.6,1億～,35.1,20.8,35.1,0.0,2.0,1.2,132.3,,2024,○,大阪市,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、男女共同参画、子どもの健全育成、NPO支援
158,認定特定非営利活動法人北海道バーバリアンズラグビーアンドスポーツクラブ,168.4,1億～,142.6,84.7,121.6,21.0,0.2,0.0,173.4,,2024,○,札幌市,国際協力・交流、子どもの健全育成
159,特定非営利活動法人緩和ケア支援センターコミュニティ,168.0,1億～,0.5,0.3,0.4,0.1,1.5,165.2,154.9,20,2017,,福岡市,保健・医療・福祉、まちづくり、災害救援、NPO支援
160,認定特定非営利活動法人　市民生活支援センターふくしの家,167.9,1億～,0.6,0.3,0.5,0.1,2.9,163.0,140.6,,2017,,佐賀県,保健・医療・福祉
161,特定非営利活動法人フォーラムひこばえ,165.8,1億～,1.0,0.6,0.8,0.1,8.6,155.5,0.0,,2024,○,京都市,保健・医療・福祉、まちづくり、子どもの健全育成
162,特定非営利活動法人　フリースペースたまりば,165.4,1億～,11.4,6.9,6.9,4.5,11.8,8.7,174.3,,2024,○,川崎市,社会教育、人権の擁護・平和、子どもの健全育成
163,名古屋コダーイセンター,164.1,1億～,1.0,0.6,0.2,0.9,147.3,15.7,143.1,,2024,○,名古屋市,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
164,ＴＡＢＬＥ　ＦＯＲ　ＴＷＯ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,162.9,1億～,1.4,0.8,1.2,0.1,0.0,161.5,166.5,,unknown,○,東京都,保健・医療・福祉、社会教育、環境の保全、国際協力・交流、子どもの健全育成
165,盛岡ＹＭＣＡ,162.9,1億～,2.4,1.5,2.0,0.4,1.2,155.4,137.5,,2024,○,岩手県,保健・医療・福祉、社会教育、学術・文化・芸術・スポーツ、環境の保全、災害救援、人権の擁護・平和、国際協力・交流、子どもの健全育成
166,特定非営利活動法人　ありのまま舎,162.1,1億～,0.0,0.0,0.0,0.0,0.1,162.1,130.3,9,2021,,相模原市,保健・医療・福祉、人権の擁護・平和、職業能力・雇用機会
167,フレンズ・ウィズアウト・ア・ボーダーＪＡＰＡＮ,162.0,1億～,148.3,91.6,147.8,0.5,5.2,8.3,162.7,,unknown,○,東京都,保健・医療・福祉、社会教育、災害救援、国際協力・交流、子どもの健全育成、NPO支援
168,認定特定非営利活動法人 笠井共生活動センター,161.4,1億～,0.5,0.3,0.0,0.5,0.0,159.3,176.7,,2024,○,浜松市,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
169,特定非営利活動法人　のぞみ,160.7,1億～,0.2,0.1,0.0,0.2,0.2,159.8,157.2,15,2021,,愛知県,保健・医療・福祉、環境の保全、子どもの健全育成
170,特定非営利活動法人　たけのこ会,159.8,1億～,0.1,0.1,0.1,0.0,3.3,155.6,147.6,50,2024,,神奈川県,保健・医療・福祉
171,認定ＮＰＯ法人大阪府高齢者大学校,158.9,1億～,3.4,2.1,2.7,0.7,1.3,153.2,139.5,,2024,○,大阪市,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
172,特定非営利活動法人　ユースポート横濱,158.8,1億～,0.5,0.3,0.5,0.1,157.0,1.0,145.4,,2024,○,横浜市,保健・医療・福祉、職業能力・雇用機会、NPO支援
173,特定非営利活動法人　たんぽぽ会,158.8,1億～,0.1,0.0,0.1,0.0,0.4,0.6,158.8,,2024,○,横浜市,保健・医療・福祉、子どもの健全育成
174,特定非営利活動法人　ｇｒａｎｄ－ｍｅｒｅ,158.7,1億～,0.3,0.2,0.3,0.0,10.6,145.7,156.9,,2024,○,神奈川県,保健・医療・福祉、社会教育、子どもの健全育成
175,特定非営利活動法人　湯河原町地域作業所たんぽぽ,158.5,1億～,1.7,1.1,1.6,0.0,0.9,156.0,0.0,,2024,○,神奈川県,保健・医療・福祉
176,ケアネット,157.2,1億～,0.1,0.1,0.0,0.1,4.4,151.4,148.3,20,2011,,鹿児島県,
177,インクルいわて,156.9,1億～,6.2,4.0,6.1,0.1,0.6,150.1,156.0,,2024,○,岩手県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
178,特定非営利活動法人アニマルレフュージ関西,156.1,1億～,0.2,0.1,0.0,0.2,0.0,0.0,0.0,,2024,○,大阪府,社会教育、NPO支援
179,特定非営利活動法人　ぽけっと,155.3,1億～,4.3,2.8,3.9,0.5,0.0,149.3,145.4,,2024,○,群馬県,保健・医療・福祉、社会教育、人権の擁護・平和、子どもの健全育成
180,シェア＝国際保健協力市民の会,154.8,1億～,39.4,25.4,35.4,4.0,72.6,42.7,158.1,,unknown,○,東京都,保健・医療・福祉、社会教育、災害救援、人権の擁護・平和、国際協力・交流、子どもの健全育成、NPO支援
181,NPO法人　幼児武道教育振興会,153.5,1億～,0.0,0.0,0.0,0.0,0.0,0.0,151.8,19,2021,,神奈川県,学術・文化・芸術・スポーツ、子どもの健全育成
182,特定非営利活動法人日本こども支援協会,152.1,1億～,151.2,99.4,149.1,2.1,0.0,0.7,0.0,,2024,○,大阪市,保健・医療・福祉、社会教育、人権の擁護・平和、子どもの健全育成、NPO支援
183,ころん,151.7,1億～,0.8,0.5,0.3,0.5,1.2,149.6,153.0,,2024,○,和歌山県,保健・医療・福祉、社会教育、子どもの健全育成、NPO支援
184,ＣＣＶ,150.4,1億～,0.5,0.3,0.1,0.4,0.5,149.4,146.7,22,2021,,栃木県,保健・医療・福祉、社会教育、まちづくり、観光、学術・文化・芸術・スポーツ、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会
185,特定非営利活動法人保育ネットワーク・ミルク,149.8,1億～,1.2,0.8,0.9,0.3,14.8,127.1,155.0,46,2022,○,兵庫県,保健・医療・福祉、男女共同参画、子どもの健全育成
186,特定非営利活動法人　市民の会　寿アルク,149.5,1億～,1.8,1.2,1.2,0.6,84.1,63.2,0.0,,2024,○,横浜市,保健・医療・福祉、社会教育、人権の擁護・平和、職業能力・雇用機会
187,特定非営利活動法人　徳島大学あゆみ会,149.2,1億～,0.0,0.0,0.0,0.0,0.1,149.1,146.7,35,2024,,徳島県,保健・医療・福祉、男女共同参画、子どもの健全育成
188,特定非営利活動法人　とこっ子,147.9,1億～,0.2,0.2,0.2,0.0,0.0,145.7,144.5,25,2022,,愛知県,保健・医療・福祉、社会教育、子どもの健全育成
189,特定非営利活動法人　つばき駅前保育園,146.9,1億～,0.0,0.0,0.0,0.0,97.2,49.7,161.9,14,2020,,横浜市,子どもの健全育成
190,ぱれっと,146.6,1億～,7.1,4.9,4.3,2.9,19.3,111.0,0.0,11,2024,,長野県,保健・医療・福祉、社会教育、子どもの健全育成、NPO支援
191,特定非営利活動法人ノーマライゼーション高槻,146.0,1億～,4.1,2.8,4.1,0.0,2.5,139.1,141.1,10,2021,,大阪府,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
192,特定非営利活動法人わははネット,145.9,1億～,3.6,2.5,3.5,0.1,0.0,140.5,144.6,,2024,○,香川県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
193,北区精神障害者を守る家族会飛鳥会,144.6,1億～,1.5,1.0,0.8,0.7,126.9,14.1,143.9,16,2020,,東京都,保健・医療・福祉
194,コミュニティリーダー ひゅーる ぽん,143.1,1億～,3.0,2.1,2.3,0.7,122.7,16.8,130.6,28,2024,○,広島市,保健・医療・福祉、社会教育、まちづくり、観光、農山漁村・中山間地域、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
195,特定非営利活動法人こむの事業所,142.9,1億～,14.0,9.8,13.6,0.4,63.8,59.0,133.5,,2024,○,兵庫県,保健・医療・福祉、職業能力・雇用機会
